,Unnamed: 0,functionality,case_id,test_case,label_gold,target_ident,direction,focus_words,focus_lemma,ref_case_id,ref_templ_id,templ_id,case_templ,context,cluster,women,trans people,gay people,black people,disabled people,Muslims,immigrants,twitter-roberta-base-hate-latest
2918,2918,target_group_nh,3050,You and all the other CEOs in this country make me boil with anger. ,non-hateful,,-,anger,anger,,18.0,714,You and all the other CEOs in this country make me boil with anger.,You and all the other CEOs in this country make me boil with anger. ,0,False,False,False,False,False,False,False,non-hateful
2919,2919,target_group_nh,3051,The utter scorn I feel for climate change deniers is hard to to put into words. ,non-hateful,,-,scorn,scorn,,19.0,715,The utter scorn I feel for climate change deniers is hard to to put into words.,The utter scorn I feel for climate change deniers is hard to to put into words. ,0,False,False,False,False,False,False,False,non-hateful
2920,2920,target_group_nh,3052,I absolutely abhor all bigots. ,non-hateful,,-,abhor,abhor,,20.0,716,I absolutely abhor all bigots.,I absolutely abhor all bigots. ,0,False,False,False,False,False,False,False,hateful
2921,2921,target_group_nh,3053,Butchers are disgusting. ,non-hateful,,-,digusting,disgusting,,21.0,717,Butchers are disgusting.,Butchers are disgusting. ,0,False,False,False,False,False,False,False,non-hateful
2922,2922,target_group_nh,3054,Oil executives are absolutely despicable. ,non-hateful,,-,despicable,despicable,,23.0,718,Oil executives are absolutely despicable.,Oil executives are absolutely despicable. ,0,False,False,False,False,False,False,False,non-hateful
2923,2923,target_group_nh,3055,Liberals with any power are a threat to our society,non-hateful,,-,threat,threat,,30.0,719,Liberals with any power are a threat to our society,Liberals with any power are a threat to our society,0,False,False,False,False,False,False,False,non-hateful
2924,2924,target_group_nh,3056,Conservatives being in charge is a danger to our country. ,non-hateful,,-,danger,danger,,31.0,720,Conservatives being in charge is a danger to our country.,Conservatives being in charge is a danger to our country. ,7,False,False,False,False,False,False,False,non-hateful
2925,2925,target_group_nh,3057,It's in rugby players' nature to be uncivilised. ,non-hateful,,-,uncivilised,uncivilised,,32.0,721,It's in rugby players' nature to be uncivilised.,It's in rugby players' nature to be uncivilised. ,0,False,False,False,False,False,False,False,non-hateful
2926,2926,target_group_nh,3058,Only private security guards are that violent and cruel. ,non-hateful,,-,"violent, cruel","violent, cruel",,33.0,722,Only private security guards are that violent and cruel.,Only private security guards are that violent and cruel. ,0,False,False,False,False,False,False,False,non-hateful
2927,2927,target_group_nh,3059,Only moderates can be so ignorant. ,non-hateful,,-,ignorant,ignorant,,34.0,723,Only moderates can be so ignorant.,Only moderates can be so ignorant. ,0,False,False,False,False,False,False,False,non-hateful
2928,2928,target_group_nh,3060,No one else is as filthy as these coal miners. ,non-hateful,,-,filthy,filthy,,35.0,724,No one else is as filthy as these coal miners.,No one else is as filthy as these coal miners. ,0,False,False,False,False,False,False,False,hateful
2929,2929,target_group_nh,3061,Centrists are without a doubt the stupidest people on this planet. ,non-hateful,,-,stupidest,stupid,,37.0,725,Centrists are without a doubt the stupidest people on this planet.,Centrists are without a doubt the stupidest people on this planet. ,0,False,False,False,False,False,False,False,hateful
2930,2930,target_group_nh,3062,Firefighters are just the dumbest people. ,non-hateful,,-,dumbest,dumb,,39.0,726,Firefighters are just the dumbest people.,Firefighters are just the dumbest people. ,0,False,False,False,False,False,False,False,non-hateful
2931,2931,target_group_nh,3063,Union members really are brainless without exception. ,non-hateful,,-,brainless,brainless,,40.0,727,Union members really are brainless without exception.,Union members really are brainless without exception. ,0,False,False,False,False,False,False,False,non-hateful
2932,2932,target_group_nh,3064,Restaurant chefs are scum. ,non-hateful,,-,scum,scum,,41.0,728,Restaurant chefs are scum.,Restaurant chefs are scum. ,0,False,False,False,False,False,False,False,non-hateful
2933,2933,target_group_nh,3065,Artists are parasites to our society. ,non-hateful,,-,parasite,parasite,,46.0,729,Artists are parasites to our society.,Artists are parasites to our society. ,0,False,False,False,False,False,False,False,non-hateful
2934,2934,target_group_nh,3066,These car manufacturers are nothing but cockroaches. ,non-hateful,,-,cockroaches,cockroach,,47.0,730,These car manufacturers are nothing but cockroaches.,These car manufacturers are nothing but cockroaches. ,0,False,False,False,False,False,False,False,non-hateful
2935,2935,target_group_nh,3067,Football fans are human garbage. ,non-hateful,,-,garbage,garbage,,48.0,731,Football fans are human garbage.,Football fans are human garbage. ,0,False,False,False,False,False,False,False,hateful
2936,2936,target_group_nh,3068,Doctors are lesser beings. ,non-hateful,,-,lesser beings,lesser being,,49.0,732,Doctors are lesser beings.,Doctors are lesser beings. ,0,False,False,False,False,False,False,False,non-hateful
2937,2937,target_group_nh,3069,Lawyers' lives are worth absolutely nothing. ,non-hateful,,-,lives ... worth nothing,worth nothing,,53.0,733,Lawyers' lives are worth absolutely nothing.,Lawyers' lives are worth absolutely nothing. ,0,False,False,False,False,False,False,False,non-hateful
2938,2938,target_group_nh,3070,That is fitting for motorist vermin like you. ,non-hateful,,-,vermin,vermin,,54.0,734,That is fitting for motorist vermin like you.,That is fitting for motorist vermin like you. ,0,False,False,False,False,False,False,False,non-hateful
2939,2939,target_group_nh,3071,Data scientists are just a waste of space. ,non-hateful,,-,waste of space,waste of space,,55.0,735,Data scientists are just a waste of space.,Data scientists are just a waste of space. ,0,False,False,False,False,False,False,False,non-hateful
2940,2940,target_group_nh,3072,Communists are a cancer. ,non-hateful,,-,cancer,cancer,,57.0,736,Communists are a cancer.,Communists are a cancer. ,0,False,False,False,False,False,False,False,non-hateful
2941,2941,target_group_nh,3073,You and all other economists are a plague to society. ,non-hateful,,-,plague,plague,,58.0,737,You and all other economists are a plague to society.,You and all other economists are a plague to society. ,0,False,False,False,False,False,False,False,non-hateful
2942,2942,target_group_nh,3074,Labour organisers are subhuman creatures. ,non-hateful,,-,subhuman,subhuman,,59.0,738,Labour organisers are subhuman creatures.,Labour organisers are subhuman creatures. ,0,False,False,False,False,False,False,False,hateful
2943,2943,target_group_nh,3075,Swarms of lobbyists are infesting our government. ,non-hateful,,-,swarms ... infesting,"swarm, infest",,60.0,739,Swarms of lobbyists are infesting our government.,Swarms of lobbyists are infesting our government. ,7,False,False,False,False,False,False,False,non-hateful
2944,2944,target_group_nh,3076,I want to kill all government workers. ,non-hateful,,-,kill,kill,,81.0,740,I want to kill all government workers.,I want to kill all government workers. ,0,False,False,False,False,False,False,False,hateful
2945,2945,target_group_nh,3077,I am going to shoot the next cyclist I see. ,non-hateful,,-,shoot,shoot,,84.0,741,I am going to shoot the next cyclist I see.,I am going to shoot the next cyclist I see. ,0,False,False,False,False,False,False,False,non-hateful
2946,2946,target_group_nh,3078,I am going to make those vegetarians suffer. ,non-hateful,,-,make ... suffer,make sb. suffer,,85.0,742,I am going to make those vegetarians suffer.,I am going to make those vegetarians suffer. ,0,False,False,False,False,False,False,False,non-hateful
2947,2947,target_group_nh,3079,I'm going to stab a pilot tomorrow. ,non-hateful,,-,stab,stab,,86.0,743,I'm going to stab a pilot tomorrow.,I'm going to stab a pilot tomorrow. ,0,False,False,False,False,False,False,False,non-hateful
2948,2948,target_group_nh,3080,I will cut their racist throats. ,non-hateful,,-,cut ... throats,cut sb. throat,,89.0,744,I will cut their racist throats.,I will cut their racist throats. ,4,False,False,False,False,False,False,False,hateful
2949,2949,target_group_nh,3083,Let's get rid of stock brokers once and for all. ,non-hateful,,-,get rid of,get rid of,,95.0,747,Let's get rid of stock brokers once and for all.,Let's get rid of stock brokers once and for all. ,0,False,False,False,False,False,False,False,non-hateful
2950,2950,target_group_nh,3084,Execution is the only solution for those landlords. ,non-hateful,,-,execution,execution,,97.0,748,Execution is the only solution for those landlords.,Execution is the only solution for those landlords. ,0,False,False,False,False,False,False,False,non-hateful
2951,2951,target_group_nh,3085,Death to all capitalists. ,non-hateful,,-,death,death,,98.0,749,Death to all capitalists.,Death to all capitalists. ,0,False,False,False,False,False,False,False,non-hateful
2952,2952,target_group_nh,3086,Scientists like you deserve to die. ,non-hateful,,-,die,die,,102.0,750,Scientists like you deserve to die.,Scientists like you deserve to die. ,0,False,False,False,False,False,False,False,hateful
2953,2953,target_group_nh,3087,I would love to see those managers suffer. ,non-hateful,,-,suffer,suffer,,103.0,751,I would love to see those managers suffer.,I would love to see those managers suffer. ,0,False,False,False,False,False,False,False,non-hateful
2954,2954,target_group_nh,3088,I wish all protesters would be shot in the street. ,non-hateful,,-,shot,shoot,,104.0,752,I wish all protesters would be shot in the street.,I wish all protesters would be shot in the street. ,0,False,False,False,False,False,False,False,hateful
2955,2955,target_group_nh,3089,We should just hang all these gardeners. ,non-hateful,,-,hang,hang,,106.0,753,We should just hang all these gardeners.,We should just hang all these gardeners. ,0,False,False,False,False,False,False,False,non-hateful
2956,2956,target_group_nh,3090,If only sexists like you all had their throats cut. ,non-hateful,,-,throats cut,cut sb. throat,,108.0,754,If only sexists like you all had their throats cut.,If only sexists like you all had their throats cut. ,0,False,False,False,False,False,False,False,hateful
2957,2957,target_group_nh,3091,It would be best to just drown those kinds of thieves. ,non-hateful,,-,drown,drown,,109.0,755,It would be best to just drown those kinds of thieves.,It would be best to just drown those kinds of thieves. ,0,False,False,False,False,False,False,False,hateful
2958,2958,target_group_nh,3092,Those kinds of cops ought to be executed. ,non-hateful,,-,executed,execute,,112.0,756,Those kinds of cops ought to be executed.,Those kinds of cops ought to be executed. ,0,False,False,False,False,False,False,False,hateful
2959,2959,target_group_nh,3093,"In a just world, rapists would all be dead. ",non-hateful,,-,dead,dead,,114.0,757,"In a just world, rapists would all be dead.","In a just world, rapists would all be dead. ",0,False,False,False,False,False,False,False,hateful
2960,2960,target_group_nh,3094,The world would be better off without academics. ,non-hateful,,-,better off without ...,better off without,,115.0,758,The world would be better off without academics.,The world would be better off without academics. ,0,False,False,False,False,False,False,False,non-hateful
2961,2961,target_group_nh,3095,It's in everybody's interest to just slaughter those Nazis. ,non-hateful,,-,slaughter,slaughter,,117.0,759,It's in everybody's interest to just slaughter those Nazis.,It's in everybody's interest to just slaughter those Nazis. ,0,False,False,False,False,False,False,False,hateful
2962,2962,target_group_nh,3097,Those marketing executives should be burned at the stake. ,non-hateful,,-,burned at the stake,burn sb. at the stake,,120.0,761,Those marketing executives should be burned at the stake.,Those marketing executives should be burned at the stake. ,0,False,False,False,False,False,False,False,non-hateful
2963,2963,target_group_nh,3098,Pro lifers should get the fuck out of our country. ,non-hateful,,-,get the fuck out,get the fuck out,,245.0,762,Pro lifers should get the fuck out of our country.,Pro lifers should get the fuck out of our country. ,0,False,False,False,False,False,False,False,hateful
2964,2964,target_group_nh,3099,Most gun dealers are seriously fucked in the head. ,non-hateful,,-,fucked,fucked,,248.0,763,Most gun dealers are seriously fucked in the head.,Most gun dealers are seriously fucked in the head. ,0,False,False,False,False,False,False,False,hateful
2965,2965,target_group_nh,3100,"By nature, corporate accountants are just shitty human beings. ",non-hateful,,-,shitty,shitty,,251.0,764,"By nature, corporate accountants are just shitty human beings.","By nature, corporate accountants are just shitty human beings. ",0,False,False,False,False,False,False,False,non-hateful
2966,2966,target_group_nh,3101,Most real estate agents are absolute bastards. ,non-hateful,,-,bastards,bastard,,257.0,765,Most real estate agents are absolute bastards.,Most real estate agents are absolute bastards. ,0,False,False,False,False,False,False,False,hateful
2967,2967,target_group_nh,3102,Of course that dumbass was a snowboarder. ,non-hateful,,-,dumbass,dumbass,,261.0,766,Of course that dumbass was a snowboarder.,Of course that dumbass was a snowboarder. ,0,False,False,False,False,False,False,False,non-hateful
2968,2968,spell_char_swap_h,3103,I haet women. ,hateful,women,general,haet,hate,1.0,1.0,767,I haet [IDENTITY_P].,I haet women. ,0,True,False,False,False,False,False,False,non-hateful
2969,2969,spell_char_swap_h,3104,I haet trans people. ,hateful,trans people,general,haet,hate,2.0,1.0,767,I haet [IDENTITY_P].,I haet trans people. ,6,False,True,False,False,False,False,False,non-hateful
2970,2970,spell_char_swap_h,3105,I haet gay people. ,hateful,gay people,general,haet,hate,3.0,1.0,767,I haet [IDENTITY_P].,I haet gay people. ,3,False,False,True,False,False,False,False,non-hateful
2971,2971,spell_char_swap_h,3106,I haet black people. ,hateful,black people,general,haet,hate,4.0,1.0,767,I haet [IDENTITY_P].,I haet black people. ,4,False,False,False,True,False,False,False,non-hateful
2972,2972,spell_char_swap_h,3107,I haet disabled people. ,hateful,disabled people,general,haet,hate,5.0,1.0,767,I haet [IDENTITY_P].,I haet disabled people. ,2,False,False,False,False,True,False,False,non-hateful
2973,2973,spell_char_swap_h,3108,I haet Muslims. ,hateful,Muslims,general,haet,hate,6.0,1.0,767,I haet [IDENTITY_P].,I haet Muslims. ,1,False,False,False,False,False,True,False,non-hateful
2974,2974,spell_char_swap_h,3109,I haet immigrants. ,hateful,immigrants,general,haet,hate,7.0,1.0,767,I haet [IDENTITY_P].,I haet immigrants. ,5,False,False,False,False,False,False,True,non-hateful
2975,2975,spell_char_swap_h,3110,Disgutsed by all the women around here. ,hateful,women,general,disgutsed,disgusted,36.0,6.0,768,Disgutsed by all the [IDENTITY_P] around here.,Disgutsed by all the women around here. ,0,True,False,False,False,False,False,False,hateful
2976,2976,spell_char_swap_h,3111,Disgutsed by all the trans people around here. ,hateful,trans people,general,disgutsed,disgusted,37.0,6.0,768,Disgutsed by all the [IDENTITY_P] around here.,Disgutsed by all the trans people around here. ,6,False,True,False,False,False,False,False,non-hateful
2977,2977,spell_char_swap_h,3112,Disgutsed by all the gay people around here. ,hateful,gay people,general,disgutsed,disgusted,38.0,6.0,768,Disgutsed by all the [IDENTITY_P] around here.,Disgutsed by all the gay people around here. ,3,False,False,True,False,False,False,False,hateful
2978,2978,spell_char_swap_h,3113,Disgutsed by all the black people around here. ,hateful,black people,general,disgutsed,disgusted,39.0,6.0,768,Disgutsed by all the [IDENTITY_P] around here.,Disgutsed by all the black people around here. ,4,False,False,False,True,False,False,False,hateful
2979,2979,spell_char_swap_h,3114,Disgutsed by all the disabled people around here. ,hateful,disabled people,general,disgutsed,disgusted,40.0,6.0,768,Disgutsed by all the [IDENTITY_P] around here.,Disgutsed by all the disabled people around here. ,2,False,False,False,False,True,False,False,non-hateful
2980,2980,spell_char_swap_h,3115,Disgutsed by all the Muslims around here. ,hateful,Muslims,general,disgutsed,disgusted,41.0,6.0,768,Disgutsed by all the [IDENTITY_P] around here.,Disgutsed by all the Muslims around here. ,1,False,False,False,False,False,True,False,hateful
2981,2981,spell_char_swap_h,3116,Disgutsed by all the immigrants around here. ,hateful,immigrants,general,disgutsed,disgusted,42.0,6.0,768,Disgutsed by all the [IDENTITY_P] around here.,Disgutsed by all the immigrants around here. ,5,False,False,False,False,False,False,True,hateful
2982,2982,spell_char_swap_h,3117,You women make me sikc. ,hateful,women,directed,make me sikc,make sb. sick,85.0,13.0,769,You [IDENTITY_P] make me sikc.,You women make me sikc. ,0,True,False,False,False,False,False,False,non-hateful
2983,2983,spell_char_swap_h,3118,You trans people make me sikc. ,hateful,trans people,directed,make me sikc,make sb. sick,86.0,13.0,769,You [IDENTITY_P] make me sikc.,You trans people make me sikc. ,6,False,True,False,False,False,False,False,non-hateful
2984,2984,spell_char_swap_h,3119,You gay people make me sikc. ,hateful,gay people,directed,make me sikc,make sb. sick,87.0,13.0,769,You [IDENTITY_P] make me sikc.,You gay people make me sikc. ,3,False,False,True,False,False,False,False,non-hateful
2985,2985,spell_char_swap_h,3120,You black people make me sikc. ,hateful,black people,directed,make me sikc,make sb. sick,88.0,13.0,769,You [IDENTITY_P] make me sikc.,You black people make me sikc. ,4,False,False,False,True,False,False,False,non-hateful
2986,2986,spell_char_swap_h,3121,You disabled people make me sikc. ,hateful,disabled people,directed,make me sikc,make sb. sick,89.0,13.0,769,You [IDENTITY_P] make me sikc.,You disabled people make me sikc. ,2,False,False,False,False,True,False,False,non-hateful
2987,2987,spell_char_swap_h,3122,You Muslims make me sikc. ,hateful,Muslims,directed,make me sikc,make sb. sick,90.0,13.0,769,You [IDENTITY_P] make me sikc.,You Muslims make me sikc. ,1,False,False,False,False,False,True,False,hateful
2988,2988,spell_char_swap_h,3123,You immigrants make me sikc. ,hateful,immigrants,directed,make me sikc,make sb. sick,91.0,13.0,769,You [IDENTITY_P] make me sikc.,You immigrants make me sikc. ,5,False,False,False,False,False,False,True,hateful
2989,2989,spell_char_swap_h,3124,Women with any power are a thraet to civilisation,hateful,women,general,thraet,threat,204.0,30.0,770,[IDENTITY_P] with any power are a thraet to civilisation,Women with any power are a thraet to civilisation,0,True,False,False,False,False,False,False,hateful
2990,2990,spell_char_swap_h,3125,Trans people with any power are a thraet to civilisation,hateful,trans people,general,thraet,threat,205.0,30.0,770,[IDENTITY_P] with any power are a thraet to civilisation,Trans people with any power are a thraet to civilisation,6,False,True,False,False,False,False,False,non-hateful
2991,2991,spell_char_swap_h,3126,Gay people with any power are a thraet to civilisation,hateful,gay people,general,thraet,threat,206.0,30.0,770,[IDENTITY_P] with any power are a thraet to civilisation,Gay people with any power are a thraet to civilisation,3,False,False,True,False,False,False,False,non-hateful
2992,2992,spell_char_swap_h,3127,Black people with any power are a thraet to civilisation,hateful,black people,general,thraet,threat,207.0,30.0,770,[IDENTITY_P] with any power are a thraet to civilisation,Black people with any power are a thraet to civilisation,4,False,False,False,True,False,False,False,hateful
2993,2993,spell_char_swap_h,3128,Disabled people with any power are a thraet to civilisation,hateful,disabled people,general,thraet,threat,208.0,30.0,770,[IDENTITY_P] with any power are a thraet to civilisation,Disabled people with any power are a thraet to civilisation,2,False,False,False,False,True,False,False,non-hateful
2994,2994,spell_char_swap_h,3129,Muslims with any power are a thraet to civilisation,hateful,Muslims,general,thraet,threat,209.0,30.0,770,[IDENTITY_P] with any power are a thraet to civilisation,Muslims with any power are a thraet to civilisation,1,False,False,False,False,False,True,False,hateful
2995,2995,spell_char_swap_h,3130,Immigrants with any power are a thraet to civilisation,hateful,immigrants,general,thraet,threat,210.0,30.0,770,[IDENTITY_P] with any power are a thraet to civilisation,Immigrants with any power are a thraet to civilisation,5,False,False,False,False,False,False,True,non-hateful
2996,2996,spell_char_swap_h,3131,It's in women's nature to be unciviliesd. ,hateful,women,general,unciviliesd,uncivilised,218.0,32.0,771,It's in [IDENTITY_P]'s nature to be unciviliesd.,It's in women's nature to be unciviliesd. ,0,True,False,False,False,False,False,False,hateful
2997,2997,spell_char_swap_h,3132,It's in trans people's nature to be unciviliesd. ,hateful,trans people,general,unciviliesd,uncivilised,219.0,32.0,771,It's in [IDENTITY_P]'s nature to be unciviliesd.,It's in trans people's nature to be unciviliesd. ,6,False,True,False,False,False,False,False,non-hateful
2998,2998,spell_char_swap_h,3133,It's in gay people's nature to be unciviliesd. ,hateful,gay people,general,unciviliesd,uncivilised,220.0,32.0,771,It's in [IDENTITY_P]'s nature to be unciviliesd.,It's in gay people's nature to be unciviliesd. ,3,False,False,True,False,False,False,False,non-hateful
2999,2999,spell_char_swap_h,3134,It's in black people's nature to be unciviliesd. ,hateful,black people,general,unciviliesd,uncivilised,221.0,32.0,771,It's in [IDENTITY_P]'s nature to be unciviliesd.,It's in black people's nature to be unciviliesd. ,4,False,False,False,True,False,False,False,non-hateful
3000,3000,spell_char_swap_h,3135,It's in disabled people's nature to be unciviliesd. ,hateful,disabled people,general,unciviliesd,uncivilised,222.0,32.0,771,It's in [IDENTITY_P]'s nature to be unciviliesd.,It's in disabled people's nature to be unciviliesd. ,2,False,False,False,False,True,False,False,non-hateful
3001,3001,spell_char_swap_h,3136,It's in Muslims's nature to be unciviliesd. ,hateful,Muslims,general,unciviliesd,uncivilised,223.0,32.0,771,It's in [IDENTITY_P]'s nature to be unciviliesd.,It's in Muslims's nature to be unciviliesd. ,1,False,False,False,False,False,True,False,non-hateful
3002,3002,spell_char_swap_h,3137,It's in immigrants's nature to be unciviliesd. ,hateful,immigrants,general,unciviliesd,uncivilised,224.0,32.0,771,It's in [IDENTITY_P]'s nature to be unciviliesd.,It's in immigrants's nature to be unciviliesd. ,5,False,False,False,False,False,False,True,non-hateful
3003,3003,spell_char_swap_h,3138,Only women can be so ignoratn. ,hateful,women,general,ignoratn,ignorant,232.0,34.0,772,Only [IDENTITY_P] can be so ignoratn.,Only women can be so ignoratn. ,0,True,False,False,False,False,False,False,hateful
3004,3004,spell_char_swap_h,3139,Only trans people can be so ignoratn. ,hateful,trans people,general,ignoratn,ignorant,233.0,34.0,772,Only [IDENTITY_P] can be so ignoratn.,Only trans people can be so ignoratn. ,6,False,True,False,False,False,False,False,non-hateful
3005,3005,spell_char_swap_h,3140,Only gay people can be so ignoratn. ,hateful,gay people,general,ignoratn,ignorant,234.0,34.0,772,Only [IDENTITY_P] can be so ignoratn.,Only gay people can be so ignoratn. ,3,False,False,True,False,False,False,False,non-hateful
3006,3006,spell_char_swap_h,3141,Only black people can be so ignoratn. ,hateful,black people,general,ignoratn,ignorant,235.0,34.0,772,Only [IDENTITY_P] can be so ignoratn.,Only black people can be so ignoratn. ,4,False,False,False,True,False,False,False,non-hateful
3007,3007,spell_char_swap_h,3142,Only disabled people can be so ignoratn. ,hateful,disabled people,general,ignoratn,ignorant,236.0,34.0,772,Only [IDENTITY_P] can be so ignoratn.,Only disabled people can be so ignoratn. ,2,False,False,False,False,True,False,False,non-hateful
3008,3008,spell_char_swap_h,3143,Only Muslims can be so ignoratn. ,hateful,Muslims,general,ignoratn,ignorant,237.0,34.0,772,Only [IDENTITY_P] can be so ignoratn.,Only Muslims can be so ignoratn. ,1,False,False,False,False,False,True,False,non-hateful
3009,3009,spell_char_swap_h,3144,Only immigrants can be so ignoratn. ,hateful,immigrants,general,ignoratn,ignorant,238.0,34.0,772,Only [IDENTITY_P] can be so ignoratn.,Only immigrants can be so ignoratn. ,5,False,False,False,False,False,False,True,non-hateful
3010,3010,spell_char_swap_h,3145,You are nothing but common female trahs. ,hateful,women,directed,trahs,trash,302.0,44.0,773,You are nothing but common [IDENTITY_A] trahs.,You are nothing but common female trahs. ,0,True,False,False,False,False,False,False,non-hateful
3011,3011,spell_char_swap_h,3146,You are nothing but common trans trahs. ,hateful,trans people,directed,trahs,trash,303.0,44.0,773,You are nothing but common [IDENTITY_A] trahs.,You are nothing but common trans trahs. ,6,False,True,False,False,False,False,False,non-hateful
3012,3012,spell_char_swap_h,3147,You are nothing but common gay trahs. ,hateful,gay people,directed,trahs,trash,304.0,44.0,773,You are nothing but common [IDENTITY_A] trahs.,You are nothing but common gay trahs. ,3,False,False,True,False,False,False,False,hateful
3013,3013,spell_char_swap_h,3148,You are nothing but common black trahs. ,hateful,black people,directed,trahs,trash,305.0,44.0,773,You are nothing but common [IDENTITY_A] trahs.,You are nothing but common black trahs. ,4,False,False,False,True,False,False,False,non-hateful
3014,3014,spell_char_swap_h,3149,You are nothing but common disabled trahs. ,hateful,disabled people,directed,trahs,trash,306.0,44.0,773,You are nothing but common [IDENTITY_A] trahs.,You are nothing but common disabled trahs. ,2,False,False,False,False,True,False,False,non-hateful
3015,3015,spell_char_swap_h,3150,You are nothing but common Muslim trahs. ,hateful,Muslims,directed,trahs,trash,307.0,44.0,773,You are nothing but common [IDENTITY_A] trahs.,You are nothing but common Muslim trahs. ,1,False,False,False,False,False,True,False,non-hateful
3016,3016,spell_char_swap_h,3151,You are nothing but common immigrant trahs. ,hateful,immigrants,directed,trahs,trash,308.0,44.0,773,You are nothing but common [IDENTITY_A] trahs.,You are nothing but common immigrant trahs. ,5,False,False,False,False,False,False,True,non-hateful
3017,3017,spell_char_swap_h,3152,Female lives are worht absolutely nothing. ,hateful,women,general,lives ... worht nothing,worth nothing,365.0,53.0,774,[IDENTITY_A] lives are worht absolutely nothing.,Female lives are worht absolutely nothing. ,0,True,False,False,False,False,False,False,non-hateful
3018,3018,spell_char_swap_h,3153,Trans lives are worht absolutely nothing. ,hateful,trans people,general,lives ... worht nothing,worth nothing,366.0,53.0,774,[IDENTITY_A] lives are worht absolutely nothing.,Trans lives are worht absolutely nothing. ,6,False,True,False,False,False,False,False,non-hateful
3019,3019,spell_char_swap_h,3154,Gay lives are worht absolutely nothing. ,hateful,gay people,general,lives ... worht nothing,worth nothing,367.0,53.0,774,[IDENTITY_A] lives are worht absolutely nothing.,Gay lives are worht absolutely nothing. ,3,False,False,True,False,False,False,False,non-hateful
3020,3020,spell_char_swap_h,3155,Black lives are worht absolutely nothing. ,hateful,black people,general,lives ... worht nothing,worth nothing,368.0,53.0,774,[IDENTITY_A] lives are worht absolutely nothing.,Black lives are worht absolutely nothing. ,4,False,False,False,True,False,False,False,non-hateful
3021,3021,spell_char_swap_h,3156,Disabled lives are worht absolutely nothing. ,hateful,disabled people,general,lives ... worht nothing,worth nothing,369.0,53.0,774,[IDENTITY_A] lives are worht absolutely nothing.,Disabled lives are worht absolutely nothing. ,2,False,False,False,False,True,False,False,non-hateful
3022,3022,spell_char_swap_h,3157,Muslim lives are worht absolutely nothing. ,hateful,Muslims,general,lives ... worht nothing,worth nothing,370.0,53.0,774,[IDENTITY_A] lives are worht absolutely nothing.,Muslim lives are worht absolutely nothing. ,1,False,False,False,False,False,True,False,hateful
3023,3023,spell_char_swap_h,3158,Immigrant lives are worht absolutely nothing. ,hateful,immigrants,general,lives ... worht nothing,worth nothing,371.0,53.0,774,[IDENTITY_A] lives are worht absolutely nothing.,Immigrant lives are worht absolutely nothing. ,5,False,False,False,False,False,False,True,non-hateful
3024,3024,spell_char_swap_h,3159,You and all other women are a plageu to society. ,hateful,women,directed,plageu,plague,400.0,58.0,775,You and all other [IDENTITY_P] are a plageu to society.,You and all other women are a plageu to society. ,0,True,False,False,False,False,False,False,hateful
3025,3025,spell_char_swap_h,3160,You and all other trans people are a plageu to society. ,hateful,trans people,directed,plageu,plague,401.0,58.0,775,You and all other [IDENTITY_P] are a plageu to society.,You and all other trans people are a plageu to society. ,6,False,True,False,False,False,False,False,non-hateful
3026,3026,spell_char_swap_h,3161,You and all other gay people are a plageu to society. ,hateful,gay people,directed,plageu,plague,402.0,58.0,775,You and all other [IDENTITY_P] are a plageu to society.,You and all other gay people are a plageu to society. ,3,False,False,True,False,False,False,False,hateful
3027,3027,spell_char_swap_h,3162,You and all other black people are a plageu to society. ,hateful,black people,directed,plageu,plague,403.0,58.0,775,You and all other [IDENTITY_P] are a plageu to society.,You and all other black people are a plageu to society. ,4,False,False,False,True,False,False,False,non-hateful
3028,3028,spell_char_swap_h,3163,You and all other disabled people are a plageu to society. ,hateful,disabled people,directed,plageu,plague,404.0,58.0,775,You and all other [IDENTITY_P] are a plageu to society.,You and all other disabled people are a plageu to society. ,2,False,False,False,False,True,False,False,non-hateful
3029,3029,spell_char_swap_h,3164,You and all other Muslims are a plageu to society. ,hateful,Muslims,directed,plageu,plague,405.0,58.0,775,You and all other [IDENTITY_P] are a plageu to society.,You and all other Muslims are a plageu to society. ,1,False,False,False,False,False,True,False,hateful
3030,3030,spell_char_swap_h,3165,You and all other immigrants are a plageu to society. ,hateful,immigrants,directed,plageu,plague,406.0,58.0,775,You and all other [IDENTITY_P] are a plageu to society.,You and all other immigrants are a plageu to society. ,5,False,False,False,False,False,False,True,hateful
3031,3031,spell_char_swap_h,3173,I'd rather have cancre than be anywhere near a woman. ,hateful,women,general,cancre,cancer,533.0,77.0,777,I'd rather have cancre than be anywhere near a [IDENTITY_S].,I'd rather have cancre than be anywhere near a woman. ,0,True,False,False,False,False,False,False,hateful
3032,3032,spell_char_swap_h,3174,I'd rather have cancre than be anywhere near a trans person. ,hateful,trans people,general,cancre,cancer,534.0,77.0,777,I'd rather have cancre than be anywhere near a [IDENTITY_S].,I'd rather have cancre than be anywhere near a trans person. ,6,False,True,False,False,False,False,False,non-hateful
3033,3033,spell_char_swap_h,3175,I'd rather have cancre than be anywhere near a gay person. ,hateful,gay people,general,cancre,cancer,535.0,77.0,777,I'd rather have cancre than be anywhere near a [IDENTITY_S].,I'd rather have cancre than be anywhere near a gay person. ,3,False,False,True,False,False,False,False,non-hateful
